LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,LOCALE,LOC_OTHER,LOC_COUNT,LOC_SCH
604620,Benicia Unified,6,350 E. K St.,Benicia,CA,94510,6,6095,Solano County,38.0554,-122.1615,46700,"Vallejo-Fairfield, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,605,06014,06003,2017-2018,22,0.0,1,22
604650,Bennett Valley Union Elementary,6,2250 Mesquite Dr.,Santa Rosa,CA,95405,6,6097,Sonoma County,38.42951,-122.672982,42220,"Santa Rosa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,605,06010,06002,2017-2018,12,0.0,1,12
604740,Berkeley Unified,6,2020 Bonar St.,Berkeley,CA,94702,6,6001,Alameda County,37.869439,-122.287778,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,613,06015,06009,2017-2018,12,0.0,1,12
604800,Berryessa Union Elementary,6,1376 Piedmont Rd.,San Jose,CA,95132,6,6085,Santa Clara County,37.402714,-121.849881,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,617,06025,06010,2017-2018,11,0.0,1,11
604830,Beverly Hills Unified,6,255 S. Lasky Dr.,Beverly Hills,CA,90212,6,6037,Los Angeles County,34.062273000000005,-118.410556,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,633,06050,06026,2017-2018,21,0.0,1,21
604860,Big Creek Elementary,6,55190 Point Rd.,Big Creek,CA,93605,6,6019,Fresno County,37.20437,-119.2449,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,604,06023,06008,2017-2018,43,0.0,1,43
604890,Big Lagoon Union Elementary,6,269 Big Lagoon Park Rd.,Trinidad,CA,95570,6,6023,Humboldt County,41.15723,-124.1305,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,43,0.0,1,43
604950,Big Pine Unified,6,500 S. Main St.,Big Pine,CA,93513,6,6027,Inyo County,37.161729,-118.289029,N,N,0,N,N,N,N,608,06026,06008,2017-2018,43,0.0,1,43
604980,Big Springs Union Elementary,6,7405 Highway A-12,Montague,CA,96064,6,6093,Siskiyou County,41.624431,-122.40557,N,N,0,N,N,N,N,601,06001,06001,2017-2018,43,0.0,1,43
605010,Big Valley Joint Unified,6,400 Bridge St.,Bieber,CA,96009,6,6035,Lassen County,41.121749,-121.139591,45000,"Susanville, CA",2,N,N,N,N,601,06001,06001,2017-2018,43,0.0,1,43
605040,Biggs Unified,6,300 B St.,Biggs,CA,95917,6,6007,Butte County,39.415299000000005,-121.70327,17020,"Chico, CA",1,N,N,N,N,601,06003,06004,2017-2018,42,0.0,1,42
605190,Bitterwater-Tully Elementary,6,45980 Airline Hwy,King City,CA,93930,6,6069,San Benito County,36.376659,-120.997081,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,620,06030,06012,2017-2018,43,0.0,1,43
605220,Black Butte Union Elementary,6,7752 Ponderosa Way,Shingletown,CA,96088,6,6089,Shasta County,40.518139000000005,-121.934274,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,601,06001,06001,2017-2018,42,0.0,1,42
605240,Black Oak Mine Unified,6,6540 Wentworth Springs Rd.,Georgetown,CA,95634,6,6017,El Dorado County,38.909492,-120.831946,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,604,06005,06001,2017-2018,42,23.91,2,"41, 42"
605250,Blake Elementary,6,19165 Main St.,Woody,CA,93287,6,6029,Kern County,35.703273,-118.837114,12540,"Bakersfield, CA",1,N,N,N,N,623,06026,06016,2017-2018,42,0.0,1,42
605280,Blochman Union Elementary,6,4949 Foxen Canyon Rd.,Santa Maria,CA,93454,6,6083,Santa Barbara County,34.86554,-120.295,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06035,06019,2017-2018,41,28.03,2,"12, 41"
605400,Blue Lake Union Elementary,6,631 Greenwood Ave.,Blue Lake,CA,95525,6,6023,Humboldt County,40.885247,-123.991399,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,41,0.0,1,41
605490,Bogus Elementary,6,13735 Ager-Beswick Rd.,Montague,CA,96064,6,6093,Siskiyou County,41.92806,-122.361821,N,N,0,N,N,N,N,601,06001,06001,2017-2018,42,0.0,1,42
605520,Bolinas-Stinson Union,6,125 Olema-Bolinas Rd.,Bolinas,CA,94924,6,6041,Marin County,37.91732,-122.693469,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,602,06010,06002,2017-2018,42,0.0,1,42
605580,Santa Maria-Bonita,6,708 S. Miller St.,Santa Maria,CA,93454,6,6083,Santa Barbara County,34.9454,-120.4315,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06035,06019,2017-2018,12,8.91,3,"12, 22, 41"
605610,Bonita Unified,6,115 W. Allen Ave.,San Dimas,CA,91773,6,6037,Los Angeles County,34.1176,-117.8083,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,632,06041,06025,2017-2018,21,0.0,1,21
605640,Bonny Doon Union Elementary,6,1492 Pine Flat Rd.,Santa Cruz,CA,95060,6,6087,Santa Cruz County,37.060814,-122.148789,42100,"Santa Cruz-Watsonville, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,618,06029,06017,2017-2018,41,0.0,1,41
605700,Borrego Springs Unified,6,2281 Diegueno Rd.,Borrego Springs,CA,92004,6,6073,San Diego County,33.26541,-116.381806,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,650,06071,06038,2017-2018,42,0.08,2,"21, 42"
605730,Bradley Union Elementary,6,65600 Dixie St.,Bradley,CA,93426,6,6053,Monterey County,35.862783,-120.804957,41500,"Salinas, CA",1,N,N,N,N,620,06030,06017,2017-2018,12,44.73,2,"12, 42"
605790,Brawley Elementary,6,261 D St.,Brawley,CA,92227,6,6025,Imperial County,32.9809,-115.5377,20940,"El Centro, CA",1,N,N,N,N,651,06056,06040,2017-2018,31,0.0,1,31
605820,Brawley Union High,6,480 N. Imperial Ave.,Brawley,CA,92227,6,6025,Imperial County,32.982573,-115.53409,20940,"El Centro, CA",1,N,N,N,N,651,06056,06040,2017-2018,31,0.0,1,31
605880,Brea-Olinda Unified,6,1 Civic Center Cir.,Brea,CA,92821,6,6059,Orange County,33.917093,-117.888904,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,639,06055,06029,2017-2018,21,31.04,2,"21, 41"
605910,Brentwood Union Elementary,6,255 Guthrie Ln.,Brentwood,CA,94513,6,6013,Contra Costa County,37.9221,-121.6827,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,609,06011,06007,2017-2018,21,7.4,2,"21, 41"
605940,Bret Harte Union High,6,323 S. Main St.,Angels Camp,CA,95221,6,6009,Calaveras County,38.079,-120.5536,N,N,0,N,N,N,N,604,06005,06008,2017-2018,32,0.0,1,32
606000,Bridgeville Elementary,6,38717 Kneeland Rd.,Bridgeville,CA,95526,6,6023,Humboldt County,40.471042,-123.796429,21700,"Eureka-Arcata-Fortuna, CA",2,N,N,N,N,602,06002,06002,2017-2018,43,0.0,1,43
606030,Briggs Elementary,6,12465 Foothill Rd.,Santa Paula,CA,93036,6,6111,Ventura County,34.327845,-119.14162,37100,"Oxnard-Thousand Oaks-Ventura, CA",1,348,"Los Angeles-Long Beach, CA",N,N,626,06037,06019,2017-2018,41,0.0,1,41
606060,Brisbane Elementary,6,1 Solano St.,Brisbane,CA,94005,6,6081,San Mateo County,37.6852,-122.405,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,614,06022,06013,2017-2018,21,0.0,1,21
606090,Brittan Elementary,6,2340 Pepper St.,Sutter,CA,95982,6,6101,Sutter County,39.162173,-121.747598,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,603,06003,06004,2017-2018,41,0.0,1,41
606100,Browns Elementary,6,1248 Pacific Ave.,Rio Oso,CA,95674,6,6101,Sutter County,38.946775,-121.523741,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,603,06003,06004,2017-2018,41,0.0,1,41
606270,Buckeye Union Elementary,6,1665 Blackstone Pkwy.,El Dorado Hills,CA,95762,6,6017,El Dorado County,38.625709,-121.047999,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,604,06006,06001,2017-2018,21,28.56,2,"21, 41"
606330,Buellton Union Elementary,6,595 Second St.,Buellton,CA,93427,6,6083,Santa Barbara County,34.621205,-120.207026,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06037,06019,2017-2018,32,0.0,1,32
606360,Buena Park Elementary,6,6885 Orangethorpe Ave.,Buena Park,CA,90620,6,6059,Orange County,33.8589,-118.0127,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,639,06065,06032,2017-2018,21,0.0,1,21
606390,Panama-Buena Vista Union,6,4200 Ashe Rd.,Bakersfield,CA,93313,6,6029,Kern County,35.3174,-119.0744,12540,"Bakersfield, CA",1,N,N,N,N,623,06034,06016,2017-2018,11,16.09,2,"11, 41"
606420,Buena Vista Elementary,6,21660 Rd. 60,Tulare,CA,93274,6,6107,Tulare County,36.182449,-119.43903,47300,"Visalia-Porterville, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,622,06026,06016,2017-2018,41,0.0,1,41
606450,Burbank Unified,6,1900 W. Olive Ave.,Burbank,CA,91506,6,6037,Los Angeles County,34.1655,-118.3249,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,628,06043,06025,2017-2018,12,0.0,1,12
606480,Burlingame Elementary,6,1825 Trousdale Dr.,Burlingame,CA,94010,6,6081,San Mateo County,37.59172,-122.385791,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,614,06022,06013,2017-2018,21,0.0,1,21
606510,Burnt Ranch Elementary,6,251 Burnt Ranch Sch Rd.,Burnt Ranch,CA,95527,6,6105,Trinity County,40.808949,-123.479719,N,N,0,N,N,N,N,602,06002,06002,2017-2018,43,0.0,1,43
606540,Burrel Union Elementary,6,16704 S. Jameson Ave.,Riverdale,CA,93656,6,6019,Fresno County,36.492277,-119.989086,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,621,06031,06012,2017-2018,42,0.0,1,42
606570,Burton Elementary,6,264 N. W.wood St.,Porterville,CA,93257,6,6107,Tulare County,36.070575,-119.070169,47300,"Visalia-Porterville, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,623,06026,06014,2017-2018,13,0.0,1,13
606580,Butte Valley Unified,6,615 W. Third St.,Dorris,CA,96023,6,6093,Siskiyou County,41.963299,-121.925472,N,N,0,N,N,N,N,601,06001,06001,2017-2018,43,0.0,1,43
606690,Butteville Union Elementary,6,24512 Edgewood Rd.,Edgewood,CA,96094,6,6093,Siskiyou County,41.45702,-122.431401,N,N,0,N,N,N,N,601,06001,06001,2017-2018,41,0.0,1,41
606720,Buttonwillow Union Elementary,6,42600 Highway 58,Buttonwillow,CA,93206,6,6029,Kern County,35.400073,-119.475477,12540,"Bakersfield, CA",1,N,N,N,N,621,06032,06014,2017-2018,42,0.0,1,42
606750,Byron Union Elementary,6,14301 Byron Hwy.,Byron,CA,94514,6,6013,Contra Costa County,37.877655,-121.640514,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,609,06011,06007,2017-2018,41,43.27,2,"31, 41"
606780,Cabrillo Unified,6,498 Kelly Ave.,Half Moon Bay,CA,94019,6,6081,San Mateo County,37.46239,-122.435601,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,614,06024,06013,2017-2018,31,24.83,2,"31, 41"
606810,Cajon Valley Union,6,750 E. Main St.,El Cajon,CA,92022,6,6073,San Diego County,32.795615,-116.953045,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,653,06071,06038,2017-2018,21,3.79,2,"21, 41"
606870,Calaveras Unified,6,3304 B Highway 12,San Andreas,CA,95249,6,6009,Calaveras County,38.207532,-120.768319,N,N,0,N,N,N,N,604,06005,06008,2017-2018,42,40.22,3,"41, 42, 43"
606900,Calexico Unified,6,901 Andrade Ave.,Calexico,CA,92231,6,6025,Imperial County,32.676459,-115.48284,20940,"El Centro, CA",1,N,N,N,N,651,06056,06040,2017-2018,22,0.0,1,22
606960,Caliente Union Elementary,6,12400 Caliente Creek Rd.,Caliente,CA,93518,6,6029,Kern County,35.345702,-118.378378,12540,"Bakersfield, CA",1,N,N,N,N,623,06034,06016,2017-2018,43,0.0,1,43
606990,Calipatria Unified,6,501 W. Main St.,Calipatria,CA,92233,6,6025,Imperial County,33.125409,-115.524205,20940,"El Centro, CA",1,N,N,N,N,651,06056,06040,2017-2018,32,37.93,3,"32, 41, 42"
607020,Calistoga Joint Unified,6,1520 Lake St.,Calistoga,CA,94515,6,6055,Napa County,38.5833,-122.5818,34900,"Napa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,605,06004,06003,2017-2018,31,0.0,1,31
607140,Cambrian,6,4115 Jacksol Dr.,San Jose,CA,95124,6,6085,Santa Clara County,37.256987,-121.940908,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,618,06028,06015,2017-2018,11,0.0,1,11
607170,Camino Union Elementary,6,3060 Snows Rd.,Camino,CA,95709,6,6017,El Dorado County,38.73281,-120.678931,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,604,06005,06001,2017-2018,41,0.0,1,41
607200,Campbell Union,6,155 N. Third St.,Campbell,CA,95008,6,6085,Santa Clara County,37.288901,-121.947567,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,618,06028,06015,2017-2018,21,44.71,2,"11, 21"
607230,Campbell Union High,6,3235 Union Ave.,San Jose,CA,95124,6,6085,Santa Clara County,37.2652,-121.9315,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,618,06028,06015,2017-2018,11,18.31,2,"11, 21"
607260,Camptonville Elementary,6,16585 Sch St.,Camptonville,CA,95922,6,6115,Yuba County,39.453018,-121.04834,49700,"Yuba City, CA",1,472,"Sacramento-Roseville, CA",N,N,603,06003,06004,2017-2018,22,11.04,2,"22, 43"
607350,Canyon Elementary,6,187 Pinehurst Rd.,Canyon,CA,94516,6,6013,Contra Costa County,37.83076,-122.1665,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,611,06016,06007,2017-2018,41,0.0,1,41
607410,Capay Joint Union Elementary,6,7504 Cutting Ave.,Orland,CA,95963,6,6021,Glenn County,39.79716,-122.084665,N,N,0,N,N,N,N,603,06003,06004,2017-2018,42,0.0,1,42
607440,Capistrano Unified,6,33122 Valle Rd.,San Juan Capistrano,CA,92675,6,6059,Orange County,33.47968,-117.669911,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,649,06073,06036,2017-2018,21,0.0,1,21
607470,Cardiff Elementary,6,1888 Montgomery Ave.,Cardiff-by-the-Sea,CA,92007,6,6073,San Diego County,33.025002,-117.283333,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,649,06076,06036,2017-2018,21,0.0,1,21
607500,Carlsbad Unified,6,6225 El Camino Real,Carlsbad,CA,92009,6,6073,San Diego County,33.1236,-117.2666,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,649,06076,06036,2017-2018,12,0.0,1,12
607530,Carmel Unified,6,4380 Carmel Valley Rd.,Carmel,CA,93922,6,6053,Monterey County,36.542638,-121.896589,41500,"Salinas, CA",1,N,N,N,N,620,06029,06017,2017-2018,22,23.2,3,"22, 31, 42"
607560,Carpinteria Unified,6,1400 Linden Ave.,Carpinteria,CA,93013,6,6083,Santa Barbara County,34.403122,-119.51544,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06037,06019,2017-2018,22,0.0,1,22
607680,Cascade Union Elementary,6,1645 W. Mill St.,Anderson,CA,96007,6,6089,Shasta County,40.447275000000005,-122.306957,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,601,06001,06001,2017-2018,22,0.0,1,22
607740,Castaic Union,6,28131 Livingston Ave.,Valencia,CA,91355,6,6037,Los Angeles County,34.441123000000005,-118.626742,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,625,06038,06021,2017-2018,21,27.18,2,"21, 41"
607770,Castle Rock Union Elementary,6,29373 Main St.,Castella,CA,96017,6,6089,Shasta County,41.142843,-122.316675,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,601,06001,06001,2017-2018,42,0.0,1,42
607800,Castro Valley Unified,6,4400 Alma Ave.,Castro Valley,CA,94546,6,6001,Alameda County,37.70791,-122.071461,41860,"San Francisco-Oakland-Hayward, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,615,06020,06010,2017-2018,21,0.0,1,21
607840,Cayucos Elementary,6,301 Cayucos Dr.,Cayucos,CA,93430,6,6079,San Luis Obispo County,35.452502,-120.90513,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",1,N,N,N,N,624,06035,06017,2017-2018,31,0.0,1,31
607900,Center Joint Unified,6,8408 Watt Ave.,Antelope,CA,95843,6,6067,Sacramento County,38.7218,-121.3924,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,603,06007,06004,2017-2018,21,14.95,2,"21, 41"
607920,Centinela Valley Union High,6,14901 S. Inglewood Ave.,Lawndale,CA,90260,6,6037,Los Angeles County,33.896131000000004,-118.361842,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,643,06062,06035,2017-2018,21,0.0,1,21
607950,Central Elementary,6,10601 Church St. Ste. 112,Rancho Cucamonga,CA,91730,6,6071,San Bernardino County,34.1131,-117.5719,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,631,06040,06023,2017-2018,21,0.0,1,21
607970,Central Unified,6,5652 W. Gettysburg Ave.,Fresno,CA,93722,6,6019,Fresno County,36.801381,-119.892365,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,616,06023,06008,2017-2018,11,24.89,4,"11, 21, 41, 42"
607980,Central Union Elementary,6,15783 18th Ave.,Lemoore,CA,93245,6,6031,Kings County,36.243463,-119.780237,25260,"Hanford-Corcoran, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,621,06032,06014,2017-2018,31,32.43,3,"31, 41, 42"
608010,Central Union High,6,351 W. Ross Ave.,El Centro,CA,92243,6,6025,Imperial County,32.781022,-115.550923,20940,"El Centro, CA",1,N,N,N,N,651,06056,06040,2017-2018,13,0.0,1,13
608070,Centralia Elementary,6,6625 La Palma Ave.,Buena Park,CA,90620,6,6059,Orange County,33.8467,-118.0182,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,639,06065,06032,2017-2018,21,26.36,2,"11, 21"
608130,Ceres Unified,6,2503 Lawrence St.,Ceres,CA,95307,6,6099,Stanislaus County,37.5902,-120.9487,33700,"Modesto, CA",1,382,"Modesto-Merced, CA",N,N,610,06021,06012,2017-2018,21,34.76,2,"21, 41"
608160,Chaffey Joint Union High,6,211 W. Fifth St.,Ontario,CA,91762,6,6071,San Bernardino County,34.080314,-117.653746,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,635,06052,06020,2017-2018,21,35.22,3,"12, 21, 41"
608190,Charter Oak Unified,6,20240 E. Cienega Ave.,Covina,CA,91724,6,6037,Los Angeles County,34.103,-117.8581,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,632,06048,06022,2017-2018,21,0.0,1,21
608250,Chatom Union,6,7201 Clayton Rd.,Turlock,CA,95380,6,6099,Stanislaus County,37.48282,-120.932101,33700,"Modesto, CA",1,382,"Modesto-Merced, CA",N,N,610,06021,06008,2017-2018,41,0.0,1,41
608340,Chicago Park Elementary,6,15725 Mt. Olive Rd.,Grass Valley,CA,95945,6,6057,Nevada County,39.14492,-120.9775,46020,"Truckee-Grass Valley, CA",2,472,"Sacramento-Roseville, CA",N,N,601,06001,06001,2017-2018,41,0.0,1,41
608370,Chico Unified,6,1163 E. Seventh St.,Chico,CA,95928,6,6007,Butte County,39.7341,-121.8257,17020,"Chico, CA",1,N,N,N,N,601,06003,06004,2017-2018,13,3.32,4,"13, 23, 41, 42"
608460,Chino Valley Unified,6,5130 Riverside Dr.,Chino,CA,91710,6,6071,San Bernardino County,34.019441,-117.691621,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,635,06052,06020,2017-2018,21,44.57,3,"12, 13, 21"
608520,Chowchilla Elementary,6,355 N. Fifth St.,Chowchilla,CA,93610,6,6039,Madera County,37.122264,-120.265372,31460,"Madera, CA",1,260,"Fresno-Madera, CA",N,N,616,06005,06012,2017-2018,32,21.85,2,"32, 41"
608550,Chowchilla Union High,6,805 Humboldt Ave.,Chowchilla,CA,93610,6,6039,Madera County,37.114871,-120.262684,31460,"Madera, CA",1,260,"Fresno-Madera, CA",N,N,616,06005,06012,2017-2018,32,0.0,1,32
608580,Chualar Union,6,24285 Lincoln St.,Chualar,CA,93925,6,6053,Monterey County,36.572036,-121.516093,41500,"Salinas, CA",1,N,N,N,N,620,06030,06012,2017-2018,42,0.0,1,42
608610,Chula Vista Elementary,6,84 E. J St.,Chula Vista,CA,91910,6,6073,San Diego County,32.631699000000005,-117.058241,41740,"San Diego-Carlsbad, CA",1,N,N,N,N,651,06080,06040,2017-2018,21,9.39,3,"11, 21, 41"
608640,Cienega Union Elementary,6,11936 Cienega Rd.,Hollister,CA,95023,6,6069,San Benito County,36.73009,-121.361394,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,620,06030,06012,2017-2018,42,0.0,1,42
608700,Cinnabar Elementary,6,286 Skillman Ln.,Petaluma,CA,94952,6,6097,Sonoma County,38.258897000000005,-122.665515,42220,"Santa Rosa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,602,06010,06002,2017-2018,23,0.0,1,23
608760,Claremont Unified,6,170 W. San Jose Ave.,Claremont,CA,91711,6,6037,Los Angeles County,34.08258,-117.716581,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,627,06041,06025,2017-2018,21,0.0,1,21
608850,Clay Joint Elementary,6,12449 S. Smith Ave,Kingsburg,CA,93631,6,6019,Fresno County,36.554349,-119.504111,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,621,06031,06012,2017-2018,41,0.0,1,41
608880,Clear Creek Elementary,6,17700 McCt.ney Rd.,Grass Valley,CA,95949,6,6057,Nevada County,39.142783,-121.144012,46020,"Truckee-Grass Valley, CA",2,472,"Sacramento-Roseville, CA",N,N,601,06001,06001,2017-2018,42,0.0,1,42
608970,Cloverdale Unified,6,97 Sch St.,Cloverdale,CA,95425,6,6097,Sonoma County,38.810321,-123.021789,42220,"Santa Rosa, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,602,06002,06002,2017-2018,31,0.0,1,31
609030,Clovis Unified,6,1450 Herndon Ave.,Clovis,CA,93611,6,6019,Fresno County,36.836490000000005,-119.689351,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,622,06023,06008,2017-2018,21,38.2,3,"11, 21, 41"
609070,Coachella Valley Unified,6,87-225 Church St.,Thermal,CA,92274,6,6065,Riverside County,33.638121,-116.143393,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,636,06056,06028,2017-2018,41,53.47,4,"21, 31, 41, 42"
609120,Coalinga-Huron Unified,6,657 Sunset St.,Coalinga,CA,93210,6,6019,Fresno County,36.142355,-120.364247,23420,"Fresno, CA",1,260,"Fresno-Madera, CA",N,N,621,06031,06012,2017-2018,32,0.0,1,32
609240,Coffee Creek Elementary,6,Coffee Creek Rd. & Ridgewood R,Coffee Creek,CA,96091,6,6105,Trinity County,41.085679,-122.71186,N,N,0,N,N,N,N,602,06002,06002,2017-2018,43,0.0,1,43
609270,Cold Spring Elementary,6,2243 Sycamore Canyon Rd.,Santa Barbara,CA,93108,6,6083,Santa Barbara County,34.441188000000004,-119.659773,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06037,06019,2017-2018,22,0.0,1,22
609300,Colfax Elementary,6,24825 Ben Taylor Rd.,Colfax,CA,95713,6,6061,Placer County,39.10621,-120.9616,40900,"Sacramento--Roseville--Arden-Arcade, CA",1,472,"Sacramento-Roseville, CA",N,N,601,06001,06001,2017-2018,41,0.0,1,41
609330,College Elementary,6,3525 Pine St.,Santa Ynez,CA,93460,6,6083,Santa Barbara County,34.616461,-120.083032,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,624,06037,06019,2017-2018,32,0.0,1,32
609390,Colton Joint Unified,6,1212 Valencia Dr.,Colton,CA,92324,6,6071,San Bernardino County,34.079816,-117.333439,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,631,06047,06020,2017-2018,21,0.0,1,21
609450,Columbia Elementary,6,10140 Old Oregon Trail,Redding,CA,96003,6,6089,Shasta County,40.582285,-122.308312,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,601,06001,06001,2017-2018,41,56.74,3,"13, 22, 41"
609480,Columbia Union,6,22540 Parrotts Ferry Rd.,Columbia,CA,95310,6,6109,Tuolumne County,38.031381,-120.407042,43760,"Sonora, CA",2,N,N,N,N,604,06005,06008,2017-2018,41,0.0,1,41
609510,Columbine Elementary,6,2240 Rd. 160,Delano,CA,93215,6,6107,Tulare County,35.830600000000004,-119.213361,47300,"Visalia-Porterville, CA",1,546,"Visalia-Porterville-Hanford, CA",N,N,621,06026,06014,2017-2018,41,0.0,1,41
609570,Colusa Unified,6,745 10th St.,Colusa,CA,95932,6,6011,Colusa County,39.200317,-122.018655,N,N,0,N,N,N,N,603,06003,06004,2017-2018,32,0.0,1,32
609620,Compton Unified,6,501 S. Santa Fe Ave.,Compton,CA,90221,6,6037,Los Angeles County,33.8923,-118.2162,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,644,06064,06035,2017-2018,21,4.71,3,"11, 13, 21"
609640,Conejo Valley Unified,6,1400 E. Janss Rd.,Thousand Oaks,CA,91362,6,6111,Ventura County,34.199155000000005,-118.853259,37100,"Oxnard-Thousand Oaks-Ventura, CA",1,348,"Los Angeles-Long Beach, CA",N,N,626,06044,06027,2017-2018,12,6.28,3,"12, 22, 41"
609665,Leggett Valley Unified,6,1 Sch Way,Leggett,CA,95585,6,6045,Mendocino County,39.864452,-123.716964,46380,"Ukiah, CA",2,N,N,N,N,602,06002,06002,2017-2018,43,0.0,1,43
